"pmid"	"text"	"hit"
"32521278"	"Enhancer-Driven lncRNA BDNF-AS Induces Endocrine Resistance and Malignant Progression of Breast Cancer through the RNH1/TRIM21/mTOR Cascade.Epigenomic alterations can give rise to various tumor-promoting properties, including therapeutic resistance of cancer cells. Here, we identify an lncRNA, BDNF-AS, whose overexpression is specifically driven by a MEF2A-regulated enhancer in endocrine-resistant and triple-negative breast cancer (TNBC). High levels of BDNF-AS in breast cancer tissues not only feature endocrine resistance in hormone receptor (HR)-positive patients but also correlate with poor outcomes in both HR-positive and TNBC patients. Mechanistically, BDNF-AS acts as a molecular scaffold to promote RNH1 protein degradation via TRIM21-mediated ubiquitination of RNH1 at K225. Subsequently, BDNF-AS abolishes RNH1-regulated and RISC-mediated mTOR mRNA decay, therefore sustaining the activation of mTOR signaling. Importantly, mTOR inhibitor, but not PI3K inhibitor, could reverse tamoxifen resistance induced by the overexpression of BDNF-AS. These results point toward a master regulatory role of an enhancer-activated cascade of BDNF-AS/RNH1/TRIM21/mTOR in endocrine resistance and malignant progression of breast cancer."	1
"32442501"	"As the Microbiome Moves on toward Mechanism."	0
"32611766"	"The transcription factors aryl hydrocarbon receptor and MYC cooperate in the regulation of cellular metabolism.The transcription factor AHR (aryl hydrocarbon receptor) drives the expression of genes involved in detoxification pathways in cells exposed to pollutants and other small molecules. Moreover, AHR supports transcriptional programs that promote ribosome biogenesis and protein synthesis in cells stimulated to proliferate by the oncoprotein MYC. Thus, AHR is necessary for the proliferation of MYC-overexpressing cells. To define metabolic pathways in which AHR cooperates with MYC in supporting cell growth, here we used LC-MS-based metabolomics to examine the metabolome of MYC-expressing cells upon <i>AHR</i> knockdown. We found that <i>AHR</i> knockdown reduced lactate, S-lactoylglutathione, <i>N</i>-acetyl-l-alanine, 2-hydroxyglutarate, and UMP levels. Using our previously obtained RNA sequencing data, we found that AHR mediates the expression of the UMP-generating enzymes <i>dihydroorotate dehydrogenase</i> (<i>quinone</i>) (<i>DHODH</i>) and <i>uridine monophosphate synthetase</i> (<i>UMPS</i>), as well as <i>lactate dehydrogenase A</i> (<i>LDHA</i>), establishing a mechanism by which AHR regulates lactate and UMP production in MYC-overexpressing cells. <i>AHR</i> knockdown in glioblastoma cells also reduced the expression of <i>LDHA</i> (and lactate), <i>DHODH</i>, and <i>UMPS</i> but did not affect UMP levels, likely because of compensatory mechanisms in these cells. Our results indicate that AHR contributes to the regulation of metabolic pathways necessary for the proliferation of transformed cells."	0
"30853400"	"FIP200 Claw Domain Binding to p62 Promotes Autophagosome Formation at Ubiquitin Condensates.The autophagy cargo receptor p62 facilitates the condensation of misfolded, ubiquitin-positive proteins and their degradation by autophagy, but the molecular mechanism of p62 signaling to the core autophagy machinery is unclear. Here, we show that disordered residues 326-380 of p62 directly interact with the C-terminal region (CTR) of FIP200. Crystal structure determination shows that the FIP200 CTR contains a dimeric globular domain that we designated the ""Claw"" for its shape. The interaction of p62 with FIP200 is mediated by a positively charged pocket in the Claw, enhanced by p62 phosphorylation, mutually exclusive with the binding of p62 to LC3B, and it promotes degradation of ubiquitinated cargo by autophagy. Furthermore, the recruitment of the FIP200 CTR slows the phase separation of ubiquitinated proteins by p62 in a reconstituted system. Our data provide the molecular basis for a crosstalk between cargo condensation and autophagosome formation."	1
"30704899"	"Pacer Is a Mediator of mTORC1 and GSK3-TIP60 Signaling in Regulation of Autophagosome Maturation and Lipid Metabolism.mTORC1 and GSK3 play critical roles in early stages of (macro)autophagy, but how they regulate late steps of autophagy remains poorly understood. Here we show that mTORC1 and GSK3-TIP60 signaling converge to modulate autophagosome maturation through Pacer, an autophagy regulator that was identified in our recent study. Hepatocyte-specific Pacer knockout in mice results in impaired autophagy flux, glycogen and lipid accumulation, and liver fibrosis. Under nutrient-rich conditions, mTORC1 phosphorylates Pacer at serine157 to disrupt the association of Pacer with Stx17 and the HOPS complex and thus abolishes Pacer-mediated autophagosome maturation. Importantly, dephosphorylation of Pacer under nutrient-deprived conditions promotes TIP60-mediated Pacer acetylation, which facilitates HOPS complex recruitment and is required for autophagosome maturation and lipid droplet clearance. This work not only identifies Pacer as a regulator in hepatic autophagy and liver homeostasis in vivo but also reveals a signal integration mechanism involved in late stages of autophagy and lipid metabolism."	1
"32783943"	"Acetylation Stabilizes Phosphoglycerate Dehydrogenase by Disrupting the Interaction of E3 Ligase RNF5 to Promote Breast Tumorigenesis.Phosphoglycerate dehydrogenase (PHGDH) is the first enzyme in the serine synthesis pathway in which it is also the rate-limiting enzyme. It is significantly upregulated in many cancers, especially breast cancer. However, the posttranslational mechanism of PHGDH upregulation in breast cancer is unknown. In this study, we find that RNF5, an E3 ubiquitin ligase, is essential for the degradation of PHGDH protein. PHGDH is degraded by RNF5 to prevent the proliferation of breast cancer cells. The acetylation of PHGDH at K58 is able to disrupt the interaction of RNF5-PHGDH and promote the proliferation of breast cancer cells. Tip60 and SIRT2 regulate the reversible acetylation modification of PHGDH in response to glucose alteration. Moreover, PHGDH is significantly upregulated in samples of human breast cancer and is associated with decreased RNF5 expression. This implies a potential therapeutic target through the interference interaction of PHGDH-RNF5 to degrade PHGDH in breast cancer."	1
"31542296"	"Rad52 Restrains Resection at DNA Double-Strand Break Ends in Yeast.Rad52 is a key factor for homologous recombination (HR) in yeast. Rad52 helps assemble Rad51-ssDNA nucleoprotein filaments that catalyze DNA strand exchange, and it mediates single-strand DNA annealing. We find that Rad52 has an even earlier function in HR in restricting DNA double-stranded break ends resection that generates 3' single-stranded DNA (ssDNA) tails. In fission yeast, Exo1 is the primary resection nuclease, with the helicase Rqh1 playing a minor role. We demonstrate that the choice of two extensive resection pathways is regulated by Rad52. In rad52 cells, the resection rate increases from ∼3-5 kb/h up to ∼10-20 kb/h in an Rqh1-dependent manner, while Exo1 becomes dispensable. Budding yeast Rad52 similarly inhibits Sgs1-dependent resection. Single-molecule analysis with purified budding yeast proteins shows that Rad52 competes with Sgs1 for DNA end binding and inhibits Sgs1 translocation along DNA. These results identify a role for Rad52 in limiting ssDNA generated by end resection."	1
"31676232"	"PRIMPOL-Mediated Adaptive Response Suppresses Replication Fork Reversal in BRCA-Deficient Cells.Acute treatment with replication-stalling chemotherapeutics causes reversal of replication forks. BRCA proteins protect reversed forks from nucleolytic degradation, and their loss leads to chemosensitivity. Here, we show that fork degradation is no longer detectable in BRCA1-deficient cancer cells exposed to multiple cisplatin doses, mimicking a clinical treatment regimen. This effect depends on increased expression and chromatin loading of PRIMPOL and is regulated by ATR activity. Electron microscopy and single-molecule DNA fiber analyses reveal that PRIMPOL rescues fork degradation by reinitiating DNA synthesis past DNA lesions. PRIMPOL repriming leads to accumulation of ssDNA gaps while suppressing fork reversal. We propose that cells adapt to repeated cisplatin doses by activating PRIMPOL repriming under conditions that would otherwise promote pathological reversed fork degradation. This effect is generalizable to other conditions of impaired fork reversal (e.g., SMARCAL1 loss or PARP inhibition) and suggests a new strategy to modulate cisplatin chemosensitivity by targeting the PRIMPOL pathway."	1
"32679078"	"RAD51AP1 Is an Essential Mediator of Alternative Lengthening of Telomeres."	0
"30898439"	"Inheritance of a Phenotypically Neutral Epimutation Evokes Gene Silencing in Later Generations.Small RNAs trigger the formation of epialleles that are silenced across generations. Consequently, RNA-directed epimutagenesis is associated with persistent gene repression. Here, we demonstrate that small interfering RNA-induced epimutations in fission yeast are still inherited even when the silenced gene is reactivated, and descendants can reinstate the silencing phenotype that only occurred in their ancestors. This process is mediated by the deposition of a phenotypically neutral molecular mark composed of tri-methylated histone H3 lysine 9 (H3K9me3). Its stable propagation is coupled to RNAi and requires maximal binding affinity of the Clr4/Suvar39 chromodomain to H3K9me3. In wild-type cells, this mark has no visible impact on transcription but causes gene silencing if RNA polymerase-associated factor 1 complex (Paf1C) activity is impaired. In sum, our results reveal a distinct form of epigenetic memory in which cells acquire heritable, transcriptionally active epialleles that confer gene silencing upon modulation of Paf1C."	0
