"pmid"	"text"	"hit"
"32499403"	"Dynamic regulation of histone modifications and long-range chromosomal interactions during postmitotic transcriptional reactivation.During mitosis, transcription of genomic DNA is dramatically reduced, before it is reactivated during nuclear reformation in anaphase/telophase. Many aspects of the underlying principles that mediate transcriptional memory and reactivation in the daughter cells remain unclear. Here, we used ChIP-seq on synchronized cells at different stages after mitosis to generate genome-wide maps of histone modifications. Combined with EU-RNA-seq and Hi-C analyses, we found that during prometaphase, promoters, enhancers, and insulators retain H3K4me3 and H3K4me1, while losing H3K27ac. Enhancers globally retaining mitotic H3K4me1 or locally retaining mitotic H3K27ac are associated with cell type-specific genes and their transcription factors for rapid transcriptional activation. As cells exit mitosis, promoters regain H3K27ac, which correlates with transcriptional reactivation. Insulators also gain H3K27ac and CCCTC-binding factor (CTCF) in anaphase/telophase. This increase of H3K27ac in anaphase/telophase is required for posttranscriptional activation and may play a role in the establishment of topologically associating domains (TADs). Together, our results suggest that the genome is reorganized in a sequential order, in which histone methylations occur first in prometaphase, histone acetylation, and CTCF in anaphase/telophase, transcription in cytokinesis, and long-range chromatin interactions in early G1. We thus provide insights into the histone modification landscape that allows faithful reestablishment of the transcriptional program and TADs during cell division."	0
"30472190"	"Promoter Distortion and Opening in the RNA Polymerase II Cleft.Transcription initiation requires opening of promoter DNA in the RNA polymerase II (Pol II) pre-initiation complex (PIC), but it remains unclear how this is achieved. Here we report the cryo-electron microscopic (cryo-EM) structure of a yeast PIC that contains underwound, distorted promoter DNA in the closed Pol II cleft. The DNA duplex axis is offset at the upstream edge of the initially melted DNA region (IMR) where DNA opening begins. Unstable IMRs are found in a subset of yeast promoters that we show can still initiate transcription after depletion of the transcription factor (TF) IIH (TFIIH) translocase Ssl2 (XPB in human) from the nucleus in vivo. PIC-induced DNA distortions may thus prime the IMR for melting and may explain how unstable IMRs that are predicted in promoters of Pol I and Pol III can open spontaneously. These results suggest that DNA distortion in the polymerase cleft is a general mechanism that contributes to promoter opening."	0
"30853400"	"FIP200 Claw Domain Binding to p62 Promotes Autophagosome Formation at Ubiquitin Condensates.The autophagy cargo receptor p62 facilitates the condensation of misfolded, ubiquitin-positive proteins and their degradation by autophagy, but the molecular mechanism of p62 signaling to the core autophagy machinery is unclear. Here, we show that disordered residues 326-380 of p62 directly interact with the C-terminal region (CTR) of FIP200. Crystal structure determination shows that the FIP200 CTR contains a dimeric globular domain that we designated the ""Claw"" for its shape. The interaction of p62 with FIP200 is mediated by a positively charged pocket in the Claw, enhanced by p62 phosphorylation, mutually exclusive with the binding of p62 to LC3B, and it promotes degradation of ubiquitinated cargo by autophagy. Furthermore, the recruitment of the FIP200 CTR slows the phase separation of ubiquitinated proteins by p62 in a reconstituted system. Our data provide the molecular basis for a crosstalk between cargo condensation and autophagosome formation."	1
"32783943"	"Acetylation Stabilizes Phosphoglycerate Dehydrogenase by Disrupting the Interaction of E3 Ligase RNF5 to Promote Breast Tumorigenesis.Phosphoglycerate dehydrogenase (PHGDH) is the first enzyme in the serine synthesis pathway in which it is also the rate-limiting enzyme. It is significantly upregulated in many cancers, especially breast cancer. However, the posttranslational mechanism of PHGDH upregulation in breast cancer is unknown. In this study, we find that RNF5, an E3 ubiquitin ligase, is essential for the degradation of PHGDH protein. PHGDH is degraded by RNF5 to prevent the proliferation of breast cancer cells. The acetylation of PHGDH at K58 is able to disrupt the interaction of RNF5-PHGDH and promote the proliferation of breast cancer cells. Tip60 and SIRT2 regulate the reversible acetylation modification of PHGDH in response to glucose alteration. Moreover, PHGDH is significantly upregulated in samples of human breast cancer and is associated with decreased RNF5 expression. This implies a potential therapeutic target through the interference interaction of PHGDH-RNF5 to degrade PHGDH in breast cancer."	1
"31676232"	"PRIMPOL-Mediated Adaptive Response Suppresses Replication Fork Reversal in BRCA-Deficient Cells.Acute treatment with replication-stalling chemotherapeutics causes reversal of replication forks. BRCA proteins protect reversed forks from nucleolytic degradation, and their loss leads to chemosensitivity. Here, we show that fork degradation is no longer detectable in BRCA1-deficient cancer cells exposed to multiple cisplatin doses, mimicking a clinical treatment regimen. This effect depends on increased expression and chromatin loading of PRIMPOL and is regulated by ATR activity. Electron microscopy and single-molecule DNA fiber analyses reveal that PRIMPOL rescues fork degradation by reinitiating DNA synthesis past DNA lesions. PRIMPOL repriming leads to accumulation of ssDNA gaps while suppressing fork reversal. We propose that cells adapt to repeated cisplatin doses by activating PRIMPOL repriming under conditions that would otherwise promote pathological reversed fork degradation. This effect is generalizable to other conditions of impaired fork reversal (e.g., SMARCAL1 loss or PARP inhibition) and suggests a new strategy to modulate cisplatin chemosensitivity by targeting the PRIMPOL pathway."	1
"32451440"	"Extracellular serine controls epidermal stem cell fate and tumour initiation.Tissue stem cells are the cell of origin for many malignancies. Metabolites regulate the balance between self-renewal and differentiation, but whether endogenous metabolic pathways or nutrient availability predispose stem cells towards transformation remains unknown. Here, we address this question in epidermal stem cells (EpdSCs), which are a cell of origin for squamous cell carcinoma. We find that oncogenic EpdSCs are serine auxotrophs whose growth and self-renewal require abundant exogenous serine. When extracellular serine is limited, EpdSCs activate de novo serine synthesis, which in turn stimulates α-ketoglutarate-dependent dioxygenases that remove the repressive histone modification H3K27me3 and activate differentiation programmes. Accordingly, serine starvation or enforced α-ketoglutarate production antagonizes squamous cell carcinoma growth. Conversely, blocking serine synthesis or repressing α-ketoglutarate-driven demethylation facilitates malignant progression. Together, these findings reveal that extracellular serine is a critical determinant of EpdSC fate and provide insight into how nutrient availability is integrated with stem cell fate decisions during tumour initiation."	0
"32679078"	"RAD51AP1 Is an Essential Mediator of Alternative Lengthening of Telomeres."	0
"31492635"	"PTEN Suppresses Glycolysis by Dephosphorylating and Inhibiting Autophosphorylated PGK1.The PTEN tumor suppressor is frequently mutated or deleted in cancer and regulates glucose metabolism through the PI3K-AKT pathway. However, whether PTEN directly regulates glycolysis in tumor cells is unclear. We demonstrate here that PTEN directly interacts with phosphoglycerate kinase 1 (PGK1). PGK1 functions not only as a glycolytic enzyme but also as a protein kinase intermolecularly autophosphorylating itself at Y324 for activation. The protein phosphatase activity of PTEN dephosphorylates and inhibits autophosphorylated PGK1, thereby inhibiting glycolysis, ATP production, and brain tumor cell proliferation. In addition, knockin expression of a PGK1 Y324F mutant inhibits brain tumor formation. Analyses of human glioblastoma specimens reveals that PGK1 Y324 phosphorylation levels inversely correlate with PTEN expression status and are positively associated with poor prognosis in glioblastoma patients. This work highlights the instrumental role of PGK1 autophosphorylation in its activation and PTEN protein phosphatase activity in governing glycolysis and tumorigenesis."	1
"31968250"	"Vitamin D Receptor Controls Cell Stemness in Acute Myeloid Leukemia and in Normal Bone Marrow.Vitamin D (VD) is a known differentiating agent, but the role of VD receptor (VDR) is still incompletely described in acute myeloid leukemia (AML), whose treatment is based mostly on antimitotic chemotherapy. Here, we present an unexpected role of VDR in normal hematopoiesis and in leukemogenesis. Limited VDR expression is associated with impaired myeloid progenitor differentiation and is a new prognostic factor in AML. In mice, the lack of Vdr results in increased numbers of hematopoietic and leukemia stem cells and quiescent hematopoietic stem cells. In addition, malignant transformation of Vdr<sup>-/-</sup> cells results in myeloid differentiation block and increases self-renewal. Vdr promoter is methylated in AML as in CD34<sup>+</sup> cells, and demethylating agents induce VDR expression. Association of VDR agonists with hypomethylating agents promotes leukemia stem cell exhaustion and decreases tumor burden in AML mouse models. Thus, Vdr functions as a regulator of stem cell homeostasis and leukemic propagation."	0
"32375042"	"The Parkinson's Disease Protein LRRK2 Interacts with the GARP Complex to Promote Retrograde Transport to the trans-Golgi Network.Mutations in Leucine-rich repeat kinase 2 (LRRK2) cause Parkinson's disease (PD). However, the precise function of LRRK2 remains unclear. We report an interaction between LRRK2 and VPS52, a subunit of the Golgi-associated retrograde protein (GARP) complex that identifies a function of LRRK2 in regulating membrane fusion at the trans-Golgi network (TGN). At the TGN, LRRK2 further interacts with the Golgi SNAREs VAMP4 and Syntaxin-6 and acts as a scaffolding platform that stabilizes the GARP-SNAREs complex formation. Therefore, LRRK2 influences both retrograde and post-Golgi trafficking pathways in a manner dependent on its GTP binding and kinase activity. This action is exaggerated by mutations associated with Parkinson's disease and can be blocked by kinase inhibitors. Disruption of GARP sensitizes dopamine neurons to mutant LRRK2 toxicity in C. elegans, showing that these pathways are interlinked in vivo and suggesting a link in PD."	1
